"applicability","country","identifier","message","name","otherReasonInfo","reason","region","regulationExemption","restriction","restrictionConditions","type","uSpaceClass","zoneAuthority_contactName","zoneAuthority_email","zoneAuthority_intervalBefore","zoneAuthority_name","zoneAuthority_phone","zoneAuthority_purpose","zoneAuthority_service","zoneAuthority_siteURL"
"NO","FXX","1159","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8426] BROUCKERQUE (59)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1160","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8427] LE VAUROUX (60)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1161","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8428] HERSIN-COUPIGNY (62)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1162","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8429] CHATENAY-SUR-SEINE (77)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1163","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8430] CERNAY (68)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1164","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8434] MONTDIDIER Aérodrome (80)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1165","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8435] VIGNACOURT (80)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1166","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8436] CANLY (60)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1167","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8437.1] LA QUEUE-EN-BRIE NORD (94)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1168","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8437.2] LA QUEUE-EN-BRIE SUD (94)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1169","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8438] NOISEAU (94)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1170","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8439] RIANS (18)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1171","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8440] MOTHERN (67)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1172","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8441] PETIT BALLON (68)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1173","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8442] VIEILMOULIN (21)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1174","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8443] SAINT DOULCHARD (18)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1175","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8444] VOVES-VIABON (28)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1176","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8445] OCTEVILLE-SUR-MER (76)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1177","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8446] LOMME (59)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1178","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8447] FREVENT (62)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1179","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8448] HERVELINGHEN (62)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1180","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8449] TARDINGHEN (62)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1181","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8450] ECAILLE","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1182","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8451] BAUDEMENT (51)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1183","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8452] CLERE-LES-PINS (37)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
"NO","FXX","1184","Vols réservés aux membres et aux invités de l’association, selon les modalités arrêtées par protocole du gestionnaire de la localisation d'activités d'aéromodélisme","[LF][Aer 8453] LESTANVILLE (76)","Activité de loisirs","AIR_TRAFFIC,OTHER",799,"","CONDITIONAL","Etre membre ou invité d’une association d’aéromodélisme autorisée à pratiquer son activité sur la localisation ","COMMON","","","","","Responsable de l’activité","","","",""
